FIPS Code,State,Area name,Attribute,Value
1067,AL,Henry County,2013 Urban Influence Code,2.0
1067,AL,Henry County,2024 Urban Influence Code,4.0
1067,AL,Henry County,2013 Rural-urban Continuum Code,3.0
1067,AL,Henry County,2023 Rural-urban Continuum Code,3.0
1067,AL,Henry County,"Less than a high school diploma, 1970",5087.0
1067,AL,Henry County,"High school diploma only, 1970",1456.0
1067,AL,Henry County,"Some college (1-3 years), 1970",353.0
1067,AL,Henry County,"Four years of college or higher, 1970",349.0
1067,AL,Henry County,"Percent of adults with less than a high school diploma, 1970",70.2
1067,AL,Henry County,"Percent of adults with a high school diploma only, 1970",20.1
1067,AL,Henry County,"Percent of adults completing some college (1-3 years), 1970",4.9
1067,AL,Henry County,"Percent of adults completing four years of college or higher, 1970",4.8
1067,AL,Henry County,"Less than a high school diploma, 1980",5051.0
1067,AL,Henry County,"High school diploma only, 1980",2379.0
1067,AL,Henry County,"Some college (1-3 years), 1980",804.0
1067,AL,Henry County,"Four years of college or higher, 1980",779.0
1067,AL,Henry County,"Percent of adults with less than a high school diploma, 1980",56.0
1067,AL,Henry County,"Percent of adults with a high school diploma only, 1980",26.4
1067,AL,Henry County,"Percent of adults completing some college (1-3 years), 1980",8.9
1067,AL,Henry County,"Percent of adults completing four years of college or higher, 1980",8.6
1067,AL,Henry County,"Less than high school graduate, 1990",4121.0
1067,AL,Henry County,"High school graduate (or equivalency), 1990",2871.0
1067,AL,Henry County,"Some college or associate degree, 1990",2123.0
1067,AL,Henry County,"Bachelor's degree or higher, 1990",817.0
1067,AL,Henry County,"Percent of adults who are not high school graduates, 1990",41.5
1067,AL,Henry County,"Percent of adults who are high school graduates (or equivalent), 1990",28.9
1067,AL,Henry County,"Percent of adults completing some college or associate degree, 1990",21.4
1067,AL,Henry County,"Percent of adults with a bachelor's degree or higher, 1990",8.2
1067,AL,Henry County,"Less than high school graduate, 2000",3654.0
1067,AL,Henry County,"High school graduate (or equivalency), 2000",3192.0
1067,AL,Henry County,"Some college or associate degree, 2000",2576.0
1067,AL,Henry County,"Bachelor's degree or higher, 2000",1545.0
1067,AL,Henry County,"Percent of adults who are not high school graduates, 2000",33.3
1067,AL,Henry County,"Percent of adults who are high school graduates (or equivalent), 2000",29.1
1067,AL,Henry County,"Percent of adults completing some college or associate degree, 2000",23.5
1067,AL,Henry County,"Percent of adults with a bachelor's degree or higher, 2000",14.1
1067,AL,Henry County,"Less than high school graduate, 2008-12",2532.0
1067,AL,Henry County,"High school graduate (or equivalency), 2008-12",4369.0
1067,AL,Henry County,"Some college or associate degree, 2008-12",3277.0
1067,AL,Henry County,"Bachelor's degree or higher, 2008-12",1903.0
1067,AL,Henry County,"Percent of adults who are not high school graduates, 2008-12",20.95852992
1067,AL,Henry County,"Percent of adults who are high school graduates (or equivalent), 2008-12",36.16422482
1067,AL,Henry County,"Percent of adults completing some college or associate degree, 2008-12",27.12523798
1067,AL,Henry County,"Percent of adults with a bachelor's degree or higher, 2008-12",15.75200728
1067,AL,Henry County,"Less than high school graduate, 2019-23",2260.0
1067,AL,Henry County,"High school graduate (or equivalency), 2019-23",4119.0
1067,AL,Henry County,"Some college or associate degree, 2019-23",3585.0
1067,AL,Henry County,"Bachelor's degree or higher, 2019-23",2758.0
1067,AL,Henry County,"Percent of adults who are not high school graduates, 2019-23",17.76450244
1067,AL,Henry County,"Percent of adults who are high school graduates (or equivalent), 2019-23",32.37698475
1067,AL,Henry County,"Percent of adults completing some college or associate degree, 2019-23",28.17953152
1067,AL,Henry County,"Percent of adults with a bachelor's degree or higher, 2019-23",21.67898129
1069,AL,Houston County,2013 Urban Influence Code,2.0
1069,AL,Houston County,2024 Urban Influence Code,4.0
1069,AL,Houston County,2013 Rural-urban Continuum Code,3.0
1069,AL,Houston County,2023 Rural-urban Continuum Code,3.0
1069,AL,Houston County,"Less than a high school diploma, 1970",17385.0
1069,AL,Houston County,"High school diploma only, 1970",8637.0
1069,AL,Houston County,"Some college (1-3 years), 1970",2189.0
1069,AL,Houston County,"Four years of college or higher, 1970",2133.0
1069,AL,Houston County,"Percent of adults with less than a high school diploma, 1970",57.3
1069,AL,Houston County,"Percent of adults with a high school diploma only, 1970",28.5
1069,AL,Houston County,"Percent of adults completing some college (1-3 years), 1970",7.2
1069,AL,Houston County,"Percent of adults completing four years of college or higher, 1970",7.0
1069,AL,Houston County,"Less than a high school diploma, 1980",17844.0
1069,AL,Houston County,"High school diploma only, 1980",13980.0
1069,AL,Houston County,"Some college (1-3 years), 1980",5521.0
1069,AL,Houston County,"Four years of college or higher, 1980",5435.0
1069,AL,Houston County,"Percent of adults with less than a high school diploma, 1980",41.7
1069,AL,Houston County,"Percent of adults with a high school diploma only, 1980",32.7
1069,AL,Houston County,"Percent of adults completing some college (1-3 years), 1980",12.9
1069,AL,Houston County,"Percent of adults completing four years of college or higher, 1980",12.7
1069,AL,Houston County,"Less than high school graduate, 1990",16226.0
1069,AL,Houston County,"High school graduate (or equivalency), 1990",15026.0
1069,AL,Houston County,"Some college or associate degree, 1990",12206.0
1069,AL,Houston County,"Bachelor's degree or higher, 1990",7696.0
1069,AL,Houston County,"Percent of adults who are not high school graduates, 1990",31.7
1069,AL,Houston County,"Percent of adults who are high school graduates (or equivalent), 1990",29.4
1069,AL,Houston County,"Percent of adults completing some college or associate degree, 1990",23.9
1069,AL,Houston County,"Percent of adults with a bachelor's degree or higher, 1990",15.0
1069,AL,Houston County,"Less than high school graduate, 2000",13771.0
1069,AL,Houston County,"High school graduate (or equivalency), 2000",17809.0
1069,AL,Houston County,"Some college or associate degree, 2000",16274.0
1069,AL,Houston County,"Bachelor's degree or higher, 2000",10817.0
1069,AL,Houston County,"Percent of adults who are not high school graduates, 2000",23.5
1069,AL,Houston County,"Percent of adults who are high school graduates (or equivalent), 2000",30.4
1069,AL,Houston County,"Percent of adults completing some college or associate degree, 2000",27.7
1069,AL,Houston County,"Percent of adults with a bachelor's degree or higher, 2000",18.4
1069,AL,Houston County,"Less than high school graduate, 2008-12",11414.0
1069,AL,Houston County,"High school graduate (or equivalency), 2008-12",23426.0
1069,AL,Houston County,"Some college or associate degree, 2008-12",20239.0
1069,AL,Houston County,"Bachelor's degree or higher, 2008-12",13136.0
1069,AL,Houston County,"Percent of adults who are not high school graduates, 2008-12",16.73239024
1069,AL,Houston County,"Percent of adults who are high school graduates (or equivalent), 2008-12",34.34142051
1069,AL,Houston County,"Percent of adults completing some college or associate degree, 2008-12",29.66942755
1069,AL,Houston County,"Percent of adults with a bachelor's degree or higher, 2008-12",19.25676171
1069,AL,Houston County,"Less than high school graduate, 2019-23",9386.0
1069,AL,Houston County,"High school graduate (or equivalency), 2019-23",23903.0
1069,AL,Houston County,"Some college or associate degree, 2019-23",24241.0
1069,AL,Houston County,"Bachelor's degree or higher, 2019-23",16960.0
1069,AL,Houston County,"Percent of adults who are not high school graduates, 2019-23",12.60034904
1069,AL,Houston County,"Percent of adults who are high school graduates (or equivalent), 2019-23",32.08887099
1069,AL,Houston County,"Percent of adults completing some college or associate degree, 2019-23",32.54262317
1069,AL,Houston County,"Percent of adults with a bachelor's degree or higher, 2019-23",22.7681568
1071,AL,Jackson County,2013 Urban Influence Code,5.0
1071,AL,Jackson County,2024 Urban Influence Code,5.0
1071,AL,Jackson County,2013 Rural-urban Continuum Code,6.0
1071,AL,Jackson County,2023 Rural-urban Continuum Code,6.0
1071,AL,Jackson County,"Less than a high school diploma, 1970",15217.0
1071,AL,Jackson County,"High school diploma only, 1970",4476.0
1071,AL,Jackson County,"Some college (1-3 years), 1970",877.0
1071,AL,Jackson County,"Four years of college or higher, 1970",716.0
1071,AL,Jackson County,"Percent of adults with less than a high school diploma, 1970",71.5
1071,AL,Jackson County,"Percent of adults with a high school diploma only, 1970",21.0
1071,AL,Jackson County,"Percent of adults completing some college (1-3 years), 1970",4.1
1071,AL,Jackson County,"Percent of adults completing four years of college or higher, 1970",3.4
1071,AL,Jackson County,"Less than a high school diploma, 1980",15423.0
1071,AL,Jackson County,"High school diploma only, 1980",9042.0
1071,AL,Jackson County,"Some college (1-3 years), 1980",3094.0
1071,AL,Jackson County,"Four years of college or higher, 1980",1996.0
1071,AL,Jackson County,"Percent of adults with less than a high school diploma, 1980",52.2
1071,AL,Jackson County,"Percent of adults with a high school diploma only, 1980",30.6
1071,AL,Jackson County,"Percent of adults completing some college (1-3 years), 1980",10.5
1071,AL,Jackson County,"Percent of adults completing four years of college or higher, 1980",6.8
1071,AL,Jackson County,"Less than high school graduate, 1990",12932.0
1071,AL,Jackson County,"High school graduate (or equivalency), 1990",9876.0
1071,AL,Jackson County,"Some college or associate degree, 1990",5568.0
1071,AL,Jackson County,"Bachelor's degree or higher, 1990",2471.0
1071,AL,Jackson County,"Percent of adults who are not high school graduates, 1990",41.9
1071,AL,Jackson County,"Percent of adults who are high school graduates (or equivalent), 1990",32.0
1071,AL,Jackson County,"Percent of adults completing some college or associate degree, 1990",18.1
1071,AL,Jackson County,"Percent of adults with a bachelor's degree or higher, 1990",8.0
1071,AL,Jackson County,"Less than high school graduate, 2000",12006.0
1071,AL,Jackson County,"High school graduate (or equivalency), 2000",12707.0
1071,AL,Jackson County,"Some college or associate degree, 2000",7924.0
1071,AL,Jackson County,"Bachelor's degree or higher, 2000",3798.0
1071,AL,Jackson County,"Percent of adults who are not high school graduates, 2000",33.0
1071,AL,Jackson County,"Percent of adults who are high school graduates (or equivalent), 2000",34.9
1071,AL,Jackson County,"Percent of adults completing some college or associate degree, 2000",21.7
1071,AL,Jackson County,"Percent of adults with a bachelor's degree or higher, 2000",10.4
1071,AL,Jackson County,"Less than high school graduate, 2008-12",9316.0
1071,AL,Jackson County,"High school graduate (or equivalency), 2008-12",13553.0
1071,AL,Jackson County,"Some college or associate degree, 2008-12",9403.0
1071,AL,Jackson County,"Bachelor's degree or higher, 2008-12",4914.0
1071,AL,Jackson County,"Percent of adults who are not high school graduates, 2008-12",25.05243909
1071,AL,Jackson County,"Percent of adults who are high school graduates (or equivalent), 2008-12",36.44651213
1071,AL,Jackson County,"Percent of adults completing some college or associate degree, 2008-12",25.28639811
1071,AL,Jackson County,"Percent of adults with a bachelor's degree or higher, 2008-12",13.21465067
1071,AL,Jackson County,"Less than high school graduate, 2019-23",6799.0
1071,AL,Jackson County,"High school graduate (or equivalency), 2019-23",14353.0
1071,AL,Jackson County,"Some college or associate degree, 2019-23",10846.0
1071,AL,Jackson County,"Bachelor's degree or higher, 2019-23",5892.0
1071,AL,Jackson County,"Percent of adults who are not high school graduates, 2019-23",17.94404856
1071,AL,Jackson County,"Percent of adults who are high school graduates (or equivalent), 2019-23",37.88070731
1071,AL,Jackson County,"Percent of adults completing some college or associate degree, 2019-23",28.62496701
1071,AL,Jackson County,"Percent of adults with a bachelor's degree or higher, 2019-23",15.55027712
1073,AL,Jefferson County,2013 Urban Influence Code,1.0
1073,AL,Jefferson County,2024 Urban Influence Code,1.0
1073,AL,Jefferson County,2013 Rural-urban Continuum Code,1.0
1073,AL,Jefferson County,2023 Rural-urban Continuum Code,1.0
1073,AL,Jefferson County,"Less than a high school diploma, 1970",186882.0
1073,AL,Jefferson County,"High school diploma only, 1970",101656.0
1073,AL,Jefferson County,"Some college (1-3 years), 1970",32182.0
1073,AL,Jefferson County,"Four years of college or higher, 1970",33827.0
1073,AL,Jefferson County,"Percent of adults with less than a high school diploma, 1970",52.7
1073,AL,Jefferson County,"Percent of adults with a high school diploma only, 1970",28.7
1073,AL,Jefferson County,"Percent of adults completing some college (1-3 years), 1970",9.1
1073,AL,Jefferson County,"Percent of adults completing four years of college or higher, 1970",9.5
1073,AL,Jefferson County,"Less than a high school diploma, 1980",141531.0
1073,AL,Jefferson County,"High school diploma only, 1980",132921.0
1073,AL,Jefferson County,"Some college (1-3 years), 1980",63342.0
1073,AL,Jefferson County,"Four years of college or higher, 1980",63229.0
1073,AL,Jefferson County,"Percent of adults with less than a high school diploma, 1980",35.3
1073,AL,Jefferson County,"Percent of adults with a high school diploma only, 1980",33.1
1073,AL,Jefferson County,"Percent of adults completing some college (1-3 years), 1980",15.8
1073,AL,Jefferson County,"Percent of adults completing four years of college or higher, 1980",15.8
1073,AL,Jefferson County,"Less than high school graduate, 1990",111325.0
1073,AL,Jefferson County,"High school graduate (or equivalency), 1990",120393.0
1073,AL,Jefferson County,"Some college or associate degree, 1990",109272.0
1073,AL,Jefferson County,"Bachelor's degree or higher, 1990",84718.0
1073,AL,Jefferson County,"Percent of adults who are not high school graduates, 1990",26.2
1073,AL,Jefferson County,"Percent of adults who are high school graduates (or equivalent), 1990",28.3
1073,AL,Jefferson County,"Percent of adults completing some college or associate degree, 1990",25.7
1073,AL,Jefferson County,"Percent of adults with a bachelor's degree or higher, 1990",19.9
1073,AL,Jefferson County,"Less than high school graduate, 2000",82950.0
1073,AL,Jefferson County,"High school graduate (or equivalency), 2000",121233.0
1073,AL,Jefferson County,"Some college or associate degree, 2000",123142.0
1073,AL,Jefferson County,"Bachelor's degree or higher, 2000",106833.0
1073,AL,Jefferson County,"Percent of adults who are not high school graduates, 2000",19.1
1073,AL,Jefferson County,"Percent of adults who are high school graduates (or equivalent), 2000",27.9
1073,AL,Jefferson County,"Percent of adults completing some college or associate degree, 2000",28.4
1073,AL,Jefferson County,"Percent of adults with a bachelor's degree or higher, 2000",24.6
1073,AL,Jefferson County,"Less than high school graduate, 2008-12",56047.0
1073,AL,Jefferson County,"High school graduate (or equivalency), 2008-12",120355.0
1073,AL,Jefferson County,"Some college or associate degree, 2008-12",134419.0
1073,AL,Jefferson County,"Bachelor's degree or higher, 2008-12",128710.0
1073,AL,Jefferson County,"Percent of adults who are not high school graduates, 2008-12",12.75154653
1073,AL,Jefferson County,"Percent of adults who are high school graduates (or equivalent), 2008-12",27.38259645
1073,AL,Jefferson County,"Percent of adults completing some college or associate degree, 2008-12",30.58237075
1073,AL,Jefferson County,"Percent of adults with a bachelor's degree or higher, 2008-12",29.28348626
1073,AL,Jefferson County,"Less than high school graduate, 2019-23",40950.0
1073,AL,Jefferson County,"High school graduate (or equivalency), 2019-23",117710.0
1073,AL,Jefferson County,"Some college or associate degree, 2019-23",132567.0
1073,AL,Jefferson County,"Bachelor's degree or higher, 2019-23",163366.0
1073,AL,Jefferson County,"Percent of adults who are not high school graduates, 2019-23",9.008057757
1073,AL,Jefferson County,"Percent of adults who are high school graduates (or equivalent), 2019-23",25.89349154
1073,AL,Jefferson County,"Percent of adults completing some college or associate degree, 2019-23",29.16168969
1073,AL,Jefferson County,"Percent of adults with a bachelor's degree or higher, 2019-23",35.93676101
1075,AL,Lamar County,2013 Urban Influence Code,7.0
1075,AL,Lamar County,2024 Urban Influence Code,6.0
1075,AL,Lamar County,2013 Rural-urban Continuum Code,8.0
1075,AL,Lamar County,2023 Rural-urban Continuum Code,8.0
1075,AL,Lamar County,"Less than a high school diploma, 1970",6105.0
1075,AL,Lamar County,"High school diploma only, 1970",1522.0
1075,AL,Lamar County,"Some college (1-3 years), 1970",350.0
1075,AL,Lamar County,"Four years of college or higher, 1970",284.0
1075,AL,Lamar County,"Percent of adults with less than a high school diploma, 1970",73.9
1075,AL,Lamar County,"Percent of adults with a high school diploma only, 1970",18.4
1075,AL,Lamar County,"Percent of adults completing some college (1-3 years), 1970",4.2
1075,AL,Lamar County,"Percent of adults completing four years of college or higher, 1970",3.4
1075,AL,Lamar County,"Less than a high school diploma, 1980",5583.0
1075,AL,Lamar County,"High school diploma only, 1980",2988.0
1075,AL,Lamar County,"Some college (1-3 years), 1980",640.0
1075,AL,Lamar County,"Four years of college or higher, 1980",580.0
1075,AL,Lamar County,"Percent of adults with less than a high school diploma, 1980",57.0
1075,AL,Lamar County,"Percent of adults with a high school diploma only, 1980",30.5
1075,AL,Lamar County,"Percent of adults completing some college (1-3 years), 1980",6.5
1075,AL,Lamar County,"Percent of adults completing four years of college or higher, 1980",5.9
1075,AL,Lamar County,"Less than high school graduate, 1990",4802.0
1075,AL,Lamar County,"High school graduate (or equivalency), 1990",3441.0
1075,AL,Lamar County,"Some college or associate degree, 1990",1321.0
1075,AL,Lamar County,"Bachelor's degree or higher, 1990",631.0
1075,AL,Lamar County,"Percent of adults who are not high school graduates, 1990",47.1
1075,AL,Lamar County,"Percent of adults who are high school graduates (or equivalent), 1990",33.8
1075,AL,Lamar County,"Percent of adults completing some college or associate degree, 1990",13.0
1075,AL,Lamar County,"Percent of adults with a bachelor's degree or higher, 1990",6.2
1075,AL,Lamar County,"Less than high school graduate, 2000",3759.0
1075,AL,Lamar County,"High school graduate (or equivalency), 2000",4036.0
1075,AL,Lamar County,"Some college or associate degree, 2000",2125.0
1075,AL,Lamar County,"Bachelor's degree or higher, 2000",838.0
1075,AL,Lamar County,"Percent of adults who are not high school graduates, 2000",34.9
1075,AL,Lamar County,"Percent of adults who are high school graduates (or equivalent), 2000",37.5
1075,AL,Lamar County,"Percent of adults completing some college or associate degree, 2000",19.8
1075,AL,Lamar County,"Percent of adults with a bachelor's degree or higher, 2000",7.8
1075,AL,Lamar County,"Less than high school graduate, 2008-12",2427.0
1075,AL,Lamar County,"High school graduate (or equivalency), 2008-12",4010.0
1075,AL,Lamar County,"Some college or associate degree, 2008-12",2751.0
1075,AL,Lamar County,"Bachelor's degree or higher, 2008-12",1038.0
1075,AL,Lamar County,"Percent of adults who are not high school graduates, 2008-12",23.73362018
1075,AL,Lamar County,"Percent of adults who are high school graduates (or equivalent), 2008-12",39.21376882
1075,AL,Lamar County,"Percent of adults completing some college or associate degree, 2008-12",26.90201447
1075,AL,Lamar County,"Percent of adults with a bachelor's degree or higher, 2008-12",10.15059652
1075,AL,Lamar County,"Less than high school graduate, 2019-23",1582.0
1075,AL,Lamar County,"High school graduate (or equivalency), 2019-23",4031.0
1075,AL,Lamar County,"Some college or associate degree, 2019-23",3074.0
1075,AL,Lamar County,"Bachelor's degree or higher, 2019-23",1139.0
1075,AL,Lamar County,"Percent of adults who are not high school graduates, 2019-23",16.10014248
1075,AL,Lamar County,"Percent of adults who are high school graduates (or equivalent), 2019-23",41.02381437
1075,AL,Lamar County,"Percent of adults completing some college or associate degree, 2019-23",31.28434765
1075,AL,Lamar County,"Percent of adults with a bachelor's degree or higher, 2019-23",11.5916955
1077,AL,Lauderdale County,2013 Urban Influence Code,2.0
1077,AL,Lauderdale County,2024 Urban Influence Code,4.0
1077,AL,Lauderdale County,2013 Rural-urban Continuum Code,3.0
1077,AL,Lauderdale County,2023 Rural-urban Continuum Code,3.0
1077,AL,Lauderdale County,"Less than a high school diploma, 1970",20423.0
1077,AL,Lauderdale County,"High school diploma only, 1970",10109.0
1077,AL,Lauderdale County,"Some college (1-3 years), 1970",2924.0
1077,AL,Lauderdale County,"Four years of college or higher, 1970",3016.0
1077,AL,Lauderdale County,"Percent of adults with less than a high school diploma, 1970",56.0
1077,AL,Lauderdale County,"Percent of adults with a high school diploma only, 1970",27.7
1077,AL,Lauderdale County,"Percent of adults completing some college (1-3 years), 1970",8.0
1077,AL,Lauderdale County,"Percent of adults completing four years of college or higher, 1970",8.3
1077,AL,Lauderdale County,"Less than a high school diploma, 1980",19666.0
1077,AL,Lauderdale County,"High school diploma only, 1980",15561.0
1077,AL,Lauderdale County,"Some college (1-3 years), 1980",5109.0
1077,AL,Lauderdale County,"Four years of college or higher, 1980",6044.0
1077,AL,Lauderdale County,"Percent of adults with less than a high school diploma, 1980",42.4
1077,AL,Lauderdale County,"Percent of adults with a high school diploma only, 1980",33.6
1077,AL,Lauderdale County,"Percent of adults completing some college (1-3 years), 1980",11.0
1077,AL,Lauderdale County,"Percent of adults completing four years of college or higher, 1980",13.0
1077,AL,Lauderdale County,"Less than high school graduate, 1990",16520.0
1077,AL,Lauderdale County,"High school graduate (or equivalency), 1990",16585.0
1077,AL,Lauderdale County,"Some college or associate degree, 1990",9881.0
1077,AL,Lauderdale County,"Bachelor's degree or higher, 1990",8450.0
1077,AL,Lauderdale County,"Percent of adults who are not high school graduates, 1990",32.1
1077,AL,Lauderdale County,"Percent of adults who are high school graduates (or equivalent), 1990",32.2
1077,AL,Lauderdale County,"Percent of adults completing some college or associate degree, 1990",19.2
1077,AL,Lauderdale County,"Percent of adults with a bachelor's degree or higher, 1990",16.4
1077,AL,Lauderdale County,"Less than high school graduate, 2000",13915.0
1077,AL,Lauderdale County,"High school graduate (or equivalency), 2000",20105.0
1077,AL,Lauderdale County,"Some college or associate degree, 2000",13993.0
1077,AL,Lauderdale County,"Bachelor's degree or higher, 2000",10881.0
1077,AL,Lauderdale County,"Percent of adults who are not high school graduates, 2000",23.6
1077,AL,Lauderdale County,"Percent of adults who are high school graduates (or equivalent), 2000",34.1
1077,AL,Lauderdale County,"Percent of adults completing some college or associate degree, 2000",23.8
1077,AL,Lauderdale County,"Percent of adults with a bachelor's degree or higher, 2000",18.5
1077,AL,Lauderdale County,"Less than high school graduate, 2008-12",10497.0
1077,AL,Lauderdale County,"High school graduate (or equivalency), 2008-12",21061.0
1077,AL,Lauderdale County,"Some college or associate degree, 2008-12",17406.0
1077,AL,Lauderdale County,"Bachelor's degree or higher, 2008-12",13704.0
1077,AL,Lauderdale County,"Percent of adults who are not high school graduates, 2008-12",16.75017553
1077,AL,Lauderdale County,"Percent of adults who are high school graduates (or equivalent), 2008-12",33.60726368
1077,AL,Lauderdale County,"Percent of adults completing some college or associate degree, 2008-12",27.77494096
1077,AL,Lauderdale County,"Percent of adults with a bachelor's degree or higher, 2008-12",21.86761984
1077,AL,Lauderdale County,"Less than high school graduate, 2019-23",6945.0
1077,AL,Lauderdale County,"High school graduate (or equivalency), 2019-23",21819.0
1077,AL,Lauderdale County,"Some college or associate degree, 2019-23",18581.0
1077,AL,Lauderdale County,"Bachelor's degree or higher, 2019-23",17586.0
1077,AL,Lauderdale County,"Percent of adults who are not high school graduates, 2019-23",10.69596957
1077,AL,Lauderdale County,"Percent of adults who are high school graduates (or equivalent), 2019-23",33.60336357
1077,AL,Lauderdale County,"Percent of adults completing some college or associate degree, 2019-23",28.61653139
1077,AL,Lauderdale County,"Percent of adults with a bachelor's degree or higher, 2019-23",27.08413547
1079,AL,Lawrence County,2013 Urban Influence Code,2.0
1079,AL,Lawrence County,2024 Urban Influence Code,4.0
1079,AL,Lawrence County,2013 Rural-urban Continuum Code,3.0
1079,AL,Lawrence County,2023 Rural-urban Continuum Code,3.0
1079,AL,Lawrence County,"Less than a high school diploma, 1970",9757.0
1079,AL,Lawrence County,"High school diploma only, 1970",3115.0
1079,AL,Lawrence County,"Some college (1-3 years), 1970",485.0
1079,AL,Lawrence County,"Four years of college or higher, 1970",328.0
1079,AL,Lawrence County,"Percent of adults with less than a high school diploma, 1970",71.3
1079,AL,Lawrence County,"Percent of adults with a high school diploma only, 1970",22.8
1079,AL,Lawrence County,"Percent of adults completing some college (1-3 years), 1970",3.5
1079,AL,Lawrence County,"Percent of adults completing four years of college or higher, 1970",2.4
1079,AL,Lawrence County,"Less than a high school diploma, 1980",9514.0
1079,AL,Lawrence County,"High school diploma only, 1980",5396.0
1079,AL,Lawrence County,"Some college (1-3 years), 1980",1101.0
1079,AL,Lawrence County,"Four years of college or higher, 1980",665.0
1079,AL,Lawrence County,"Percent of adults with less than a high school diploma, 1980",57.1
1079,AL,Lawrence County,"Percent of adults with a high school diploma only, 1980",32.4
1079,AL,Lawrence County,"Percent of adults completing some college (1-3 years), 1980",6.6
1079,AL,Lawrence County,"Percent of adults completing four years of college or higher, 1980",4.0
1079,AL,Lawrence County,"Less than high school graduate, 1990",8663.0
1079,AL,Lawrence County,"High school graduate (or equivalency), 1990",7293.0
1079,AL,Lawrence County,"Some college or associate degree, 1990",2331.0
1079,AL,Lawrence County,"Bachelor's degree or higher, 1990",1211.0
1079,AL,Lawrence County,"Percent of adults who are not high school graduates, 1990",44.4
1079,AL,Lawrence County,"Percent of adults who are high school graduates (or equivalent), 1990",37.4
1079,AL,Lawrence County,"Percent of adults completing some college or associate degree, 1990",12.0
1079,AL,Lawrence County,"Percent of adults with a bachelor's degree or higher, 1990",6.2
1079,AL,Lawrence County,"Less than high school graduate, 2000",7872.0
1079,AL,Lawrence County,"High school graduate (or equivalency), 2000",9029.0
1079,AL,Lawrence County,"Some college or associate degree, 2000",4270.0
1079,AL,Lawrence County,"Bachelor's degree or higher, 2000",1723.0
1079,AL,Lawrence County,"Percent of adults who are not high school graduates, 2000",34.4
1079,AL,Lawrence County,"Percent of adults who are high school graduates (or equivalent), 2000",39.4
1079,AL,Lawrence County,"Percent of adults completing some college or associate degree, 2000",18.7
1079,AL,Lawrence County,"Percent of adults with a bachelor's degree or higher, 2000",7.5
1079,AL,Lawrence County,"Less than high school graduate, 2008-12",5132.0
1079,AL,Lawrence County,"High school graduate (or equivalency), 2008-12",9166.0
1079,AL,Lawrence County,"Some college or associate degree, 2008-12",5953.0
1079,AL,Lawrence County,"Bachelor's degree or higher, 2008-12",3023.0
1079,AL,Lawrence County,"Percent of adults who are not high school graduates, 2008-12",22.05035662
1079,AL,Lawrence County,"Percent of adults who are high school graduates (or equivalent), 2008-12",39.38300249
1079,AL,Lawrence County,"Percent of adults completing some college or associate degree, 2008-12",25.57789808
1079,AL,Lawrence County,"Percent of adults with a bachelor's degree or higher, 2008-12",12.9887428
1079,AL,Lawrence County,"Less than high school graduate, 2019-23",3610.0
1079,AL,Lawrence County,"High school graduate (or equivalency), 2019-23",9616.0
1079,AL,Lawrence County,"Some college or associate degree, 2019-23",6502.0
1079,AL,Lawrence County,"Bachelor's degree or higher, 2019-23",3652.0
1079,AL,Lawrence County,"Percent of adults who are not high school graduates, 2019-23",15.44054748
1079,AL,Lawrence County,"Percent of adults who are high school graduates (or equivalent), 2019-23",41.12917023
1079,AL,Lawrence County,"Percent of adults completing some college or associate degree, 2019-23",27.8100941
1079,AL,Lawrence County,"Percent of adults with a bachelor's degree or higher, 2019-23",15.6201882
1081,AL,Lee County,2013 Urban Influence Code,2.0
1081,AL,Lee County,2024 Urban Influence Code,4.0
1081,AL,Lee County,2013 Rural-urban Continuum Code,3.0
1081,AL,Lee County,2023 Rural-urban Continuum Code,3.0
1081,AL,Lee County,"Less than a high school diploma, 1970",13597.0
1081,AL,Lee County,"High school diploma only, 1970",5933.0
1081,AL,Lee County,"Some college (1-3 years), 1970",2498.0
1081,AL,Lee County,"Four years of college or higher, 1970",4386.0
1081,AL,Lee County,"Percent of adults with less than a high school diploma, 1970",51.5
1081,AL,Lee County,"Percent of adults with a high school diploma only, 1970",22.5
1081,AL,Lee County,"Percent of adults completing some college (1-3 years), 1970",9.5
1081,AL,Lee County,"Percent of adults completing four years of college or higher, 1970",16.6
1081,AL,Lee County,"Less than a high school diploma, 1980",13621.0
1081,AL,Lee County,"High school diploma only, 1980",9860.0
1081,AL,Lee County,"Some college (1-3 years), 1980",4712.0
1081,AL,Lee County,"Four years of college or higher, 1980",7777.0
1081,AL,Lee County,"Percent of adults with less than a high school diploma, 1980",37.9
1081,AL,Lee County,"Percent of adults with a high school diploma only, 1980",27.4
1081,AL,Lee County,"Percent of adults completing some college (1-3 years), 1980",13.1
1081,AL,Lee County,"Percent of adults completing four years of college or higher, 1980",21.6
1081,AL,Lee County,"Less than high school graduate, 1990",12179.0
1081,AL,Lee County,"High school graduate (or equivalency), 1990",11714.0
1081,AL,Lee County,"Some college or associate degree, 1990",10091.0
1081,AL,Lee County,"Bachelor's degree or higher, 1990",11500.0
1081,AL,Lee County,"Percent of adults who are not high school graduates, 1990",26.8
1081,AL,Lee County,"Percent of adults who are high school graduates (or equivalent), 1990",25.8
1081,AL,Lee County,"Percent of adults completing some college or associate degree, 1990",22.2
1081,AL,Lee County,"Percent of adults with a bachelor's degree or higher, 1990",25.3
1081,AL,Lee County,"Less than high school graduate, 2000",11557.0
