FIPStxt,State,Area_Name,Attribute,Value
1031,AL,Coffee County,NET_MIG_2021,644.0
1031,AL,Coffee County,NET_MIG_2022,659.0
1031,AL,Coffee County,NET_MIG_2023,763.0
1031,AL,Coffee County,RESIDUAL_2020,13.0
1031,AL,Coffee County,RESIDUAL_2021,13.0
1031,AL,Coffee County,RESIDUAL_2022,0.0
1031,AL,Coffee County,RESIDUAL_2023,-6.0
1031,AL,Coffee County,GQ_ESTIMATES_BASE_2020,764.0
1031,AL,Coffee County,GQ_ESTIMATES_2020,706.0
1031,AL,Coffee County,GQ_ESTIMATES_2021,673.0
1031,AL,Coffee County,GQ_ESTIMATES_2022,702.0
1031,AL,Coffee County,GQ_ESTIMATES_2023,761.0
1031,AL,Coffee County,R_BIRTH_2021,13.5
1031,AL,Coffee County,R_BIRTH_2022,12.3
1031,AL,Coffee County,R_BIRTH_2023,12.2
1031,AL,Coffee County,R_DEATH_2021,13.6
1031,AL,Coffee County,R_DEATH_2022,12.7
1031,AL,Coffee County,R_DEATH_2023,11.4
1031,AL,Coffee County,R_NATURAL_CHG_2021,-0.1
1031,AL,Coffee County,R_NATURAL_CHG_2022,-0.3
1031,AL,Coffee County,R_NATURAL_CHG_2023,0.8
1031,AL,Coffee County,R_INTERNATIONAL_MIG_2021,0.5
1031,AL,Coffee County,R_INTERNATIONAL_MIG_2022,1.0
1031,AL,Coffee County,R_INTERNATIONAL_MIG_2023,1.2
1031,AL,Coffee County,R_DOMESTIC_MIG_2021,11.5
1031,AL,Coffee County,R_DOMESTIC_MIG_2022,11.0
1031,AL,Coffee County,R_DOMESTIC_MIG_2023,12.6
1031,AL,Coffee County,R_NET_MIG_2021,12.0
1031,AL,Coffee County,R_NET_MIG_2022,12.1
1031,AL,Coffee County,R_NET_MIG_2023,13.8
1033,AL,Colbert County,Rural_Urban_Continuum_Code_2013,3.0
1033,AL,Colbert County,Rural_Urban_Continuum_Code_2023,3.0
1033,AL,Colbert County,Urban_Influence_2013,2.0
1033,AL,Colbert County,Economic_typology_2015,0.0
1033,AL,Colbert County,CENSUS_2020_POP,57227.0
1033,AL,Colbert County,ESTIMATES_BASE_2020,57232.0
1033,AL,Colbert County,POP_ESTIMATE_2020,57304.0
1033,AL,Colbert County,POP_ESTIMATE_2021,57644.0
1033,AL,Colbert County,POP_ESTIMATE_2022,57993.0
1033,AL,Colbert County,POP_ESTIMATE_2023,58361.0
1033,AL,Colbert County,N_POP_CHG_2020,72.0
1033,AL,Colbert County,N_POP_CHG_2021,340.0
1033,AL,Colbert County,N_POP_CHG_2022,349.0
1033,AL,Colbert County,N_POP_CHG_2023,368.0
1033,AL,Colbert County,BIRTHS_2020,166.0
1033,AL,Colbert County,BIRTHS_2021,656.0
1033,AL,Colbert County,BIRTHS_2022,633.0
1033,AL,Colbert County,BIRTHS_2023,636.0
1033,AL,Colbert County,DEATHS_2020,176.0
1033,AL,Colbert County,DEATHS_2021,880.0
1033,AL,Colbert County,DEATHS_2022,891.0
1033,AL,Colbert County,DEATHS_2023,801.0
1033,AL,Colbert County,NATURAL_CHG_2020,-10.0
1033,AL,Colbert County,NATURAL_CHG_2021,-224.0
1033,AL,Colbert County,NATURAL_CHG_2022,-258.0
1033,AL,Colbert County,NATURAL_CHG_2023,-165.0
1033,AL,Colbert County,INTERNATIONAL_MIG_2020,2.0
1033,AL,Colbert County,INTERNATIONAL_MIG_2021,10.0
1033,AL,Colbert County,INTERNATIONAL_MIG_2022,11.0
1033,AL,Colbert County,INTERNATIONAL_MIG_2023,47.0
1033,AL,Colbert County,DOMESTIC_MIG_2020,68.0
1033,AL,Colbert County,DOMESTIC_MIG_2021,542.0
1033,AL,Colbert County,DOMESTIC_MIG_2022,590.0
1033,AL,Colbert County,DOMESTIC_MIG_2023,489.0
1033,AL,Colbert County,NET_MIG_2020,70.0
1033,AL,Colbert County,NET_MIG_2021,552.0
1033,AL,Colbert County,NET_MIG_2022,601.0
1033,AL,Colbert County,NET_MIG_2023,536.0
1033,AL,Colbert County,RESIDUAL_2020,12.0
1033,AL,Colbert County,RESIDUAL_2021,12.0
1033,AL,Colbert County,RESIDUAL_2022,6.0
1033,AL,Colbert County,RESIDUAL_2023,-3.0
1033,AL,Colbert County,GQ_ESTIMATES_BASE_2020,407.0
1033,AL,Colbert County,GQ_ESTIMATES_2020,407.0
1033,AL,Colbert County,GQ_ESTIMATES_2021,407.0
1033,AL,Colbert County,GQ_ESTIMATES_2022,407.0
1033,AL,Colbert County,GQ_ESTIMATES_2023,407.0
1033,AL,Colbert County,R_BIRTH_2021,11.4
1033,AL,Colbert County,R_BIRTH_2022,10.9
1033,AL,Colbert County,R_BIRTH_2023,10.9
1033,AL,Colbert County,R_DEATH_2021,15.3
1033,AL,Colbert County,R_DEATH_2022,15.4
1033,AL,Colbert County,R_DEATH_2023,13.8
1033,AL,Colbert County,R_NATURAL_CHG_2021,-3.9
1033,AL,Colbert County,R_NATURAL_CHG_2022,-4.5
1033,AL,Colbert County,R_NATURAL_CHG_2023,-2.8
1033,AL,Colbert County,R_INTERNATIONAL_MIG_2021,0.2
1033,AL,Colbert County,R_INTERNATIONAL_MIG_2022,0.2
1033,AL,Colbert County,R_INTERNATIONAL_MIG_2023,0.8
1033,AL,Colbert County,R_DOMESTIC_MIG_2021,9.4
1033,AL,Colbert County,R_DOMESTIC_MIG_2022,10.2
1033,AL,Colbert County,R_DOMESTIC_MIG_2023,8.4
1033,AL,Colbert County,R_NET_MIG_2021,9.6
1033,AL,Colbert County,R_NET_MIG_2022,10.4
1033,AL,Colbert County,R_NET_MIG_2023,9.2
1035,AL,Conecuh County,Rural_Urban_Continuum_Code_2013,7.0
1035,AL,Conecuh County,Rural_Urban_Continuum_Code_2023,9.0
1035,AL,Conecuh County,Urban_Influence_2013,11.0
1035,AL,Conecuh County,Economic_typology_2015,0.0
1035,AL,Conecuh County,CENSUS_2020_POP,11597.0
1035,AL,Conecuh County,ESTIMATES_BASE_2020,11597.0
1035,AL,Conecuh County,POP_ESTIMATE_2020,11554.0
1035,AL,Conecuh County,POP_ESTIMATE_2021,11320.0
1035,AL,Conecuh County,POP_ESTIMATE_2022,11224.0
1035,AL,Conecuh County,POP_ESTIMATE_2023,11174.0
1035,AL,Conecuh County,N_POP_CHG_2020,-43.0
1035,AL,Conecuh County,N_POP_CHG_2021,-234.0
1035,AL,Conecuh County,N_POP_CHG_2022,-96.0
1035,AL,Conecuh County,N_POP_CHG_2023,-50.0
1035,AL,Conecuh County,BIRTHS_2020,29.0
1035,AL,Conecuh County,BIRTHS_2021,114.0
1035,AL,Conecuh County,BIRTHS_2022,134.0
1035,AL,Conecuh County,BIRTHS_2023,134.0
1035,AL,Conecuh County,DEATHS_2020,45.0
1035,AL,Conecuh County,DEATHS_2021,226.0
1035,AL,Conecuh County,DEATHS_2022,221.0
1035,AL,Conecuh County,DEATHS_2023,205.0
1035,AL,Conecuh County,NATURAL_CHG_2020,-16.0
1035,AL,Conecuh County,NATURAL_CHG_2021,-112.0
1035,AL,Conecuh County,NATURAL_CHG_2022,-87.0
1035,AL,Conecuh County,NATURAL_CHG_2023,-71.0
1035,AL,Conecuh County,INTERNATIONAL_MIG_2020,0.0
1035,AL,Conecuh County,INTERNATIONAL_MIG_2021,0.0
1035,AL,Conecuh County,INTERNATIONAL_MIG_2022,0.0
1035,AL,Conecuh County,INTERNATIONAL_MIG_2023,0.0
1035,AL,Conecuh County,DOMESTIC_MIG_2020,-27.0
1035,AL,Conecuh County,DOMESTIC_MIG_2021,-123.0
1035,AL,Conecuh County,DOMESTIC_MIG_2022,-4.0
1035,AL,Conecuh County,DOMESTIC_MIG_2023,20.0
1035,AL,Conecuh County,NET_MIG_2020,-27.0
1035,AL,Conecuh County,NET_MIG_2021,-123.0
1035,AL,Conecuh County,NET_MIG_2022,-4.0
1035,AL,Conecuh County,NET_MIG_2023,20.0
1035,AL,Conecuh County,RESIDUAL_2020,0.0
1035,AL,Conecuh County,RESIDUAL_2021,1.0
1035,AL,Conecuh County,RESIDUAL_2022,-5.0
1035,AL,Conecuh County,RESIDUAL_2023,1.0
1035,AL,Conecuh County,GQ_ESTIMATES_BASE_2020,128.0
1035,AL,Conecuh County,GQ_ESTIMATES_2020,128.0
1035,AL,Conecuh County,GQ_ESTIMATES_2021,128.0
1035,AL,Conecuh County,GQ_ESTIMATES_2022,128.0
1035,AL,Conecuh County,GQ_ESTIMATES_2023,128.0
1035,AL,Conecuh County,R_BIRTH_2021,10.0
1035,AL,Conecuh County,R_BIRTH_2022,11.9
1035,AL,Conecuh County,R_BIRTH_2023,12.0
1035,AL,Conecuh County,R_DEATH_2021,19.8
1035,AL,Conecuh County,R_DEATH_2022,19.6
1035,AL,Conecuh County,R_DEATH_2023,18.3
1035,AL,Conecuh County,R_NATURAL_CHG_2021,-9.8
1035,AL,Conecuh County,R_NATURAL_CHG_2022,-7.7
1035,AL,Conecuh County,R_NATURAL_CHG_2023,-6.3
1035,AL,Conecuh County,R_INTERNATIONAL_MIG_2021,0.0
1035,AL,Conecuh County,R_INTERNATIONAL_MIG_2022,0.0
1035,AL,Conecuh County,R_INTERNATIONAL_MIG_2023,0.0
1035,AL,Conecuh County,R_DOMESTIC_MIG_2021,-10.8
1035,AL,Conecuh County,R_DOMESTIC_MIG_2022,-0.4
1035,AL,Conecuh County,R_DOMESTIC_MIG_2023,1.8
1035,AL,Conecuh County,R_NET_MIG_2021,-10.8
1035,AL,Conecuh County,R_NET_MIG_2022,-0.4
1035,AL,Conecuh County,R_NET_MIG_2023,1.8
1037,AL,Coosa County,Rural_Urban_Continuum_Code_2013,8.0
1037,AL,Coosa County,Rural_Urban_Continuum_Code_2023,8.0
1037,AL,Coosa County,Urban_Influence_2013,3.0
1037,AL,Coosa County,Economic_typology_2015,3.0
1037,AL,Coosa County,CENSUS_2020_POP,10387.0
1037,AL,Coosa County,ESTIMATES_BASE_2020,10378.0
1037,AL,Coosa County,POP_ESTIMATE_2020,10335.0
1037,AL,Coosa County,POP_ESTIMATE_2021,10314.0
1037,AL,Coosa County,POP_ESTIMATE_2022,10307.0
1037,AL,Coosa County,POP_ESTIMATE_2023,10268.0
1037,AL,Coosa County,N_POP_CHG_2020,-43.0
1037,AL,Coosa County,N_POP_CHG_2021,-21.0
1037,AL,Coosa County,N_POP_CHG_2022,-7.0
1037,AL,Coosa County,N_POP_CHG_2023,-39.0
1037,AL,Coosa County,BIRTHS_2020,27.0
1037,AL,Coosa County,BIRTHS_2021,82.0
1037,AL,Coosa County,BIRTHS_2022,86.0
1037,AL,Coosa County,BIRTHS_2023,89.0
1037,AL,Coosa County,DEATHS_2020,29.0
1037,AL,Coosa County,DEATHS_2021,180.0
1037,AL,Coosa County,DEATHS_2022,183.0
1037,AL,Coosa County,DEATHS_2023,174.0
1037,AL,Coosa County,NATURAL_CHG_2020,-2.0
1037,AL,Coosa County,NATURAL_CHG_2021,-98.0
1037,AL,Coosa County,NATURAL_CHG_2022,-97.0
1037,AL,Coosa County,NATURAL_CHG_2023,-85.0
1037,AL,Coosa County,INTERNATIONAL_MIG_2020,0.0
1037,AL,Coosa County,INTERNATIONAL_MIG_2021,-1.0
1037,AL,Coosa County,INTERNATIONAL_MIG_2022,-2.0
1037,AL,Coosa County,INTERNATIONAL_MIG_2023,-1.0
1037,AL,Coosa County,DOMESTIC_MIG_2020,-33.0
1037,AL,Coosa County,DOMESTIC_MIG_2021,77.0
1037,AL,Coosa County,DOMESTIC_MIG_2022,90.0
1037,AL,Coosa County,DOMESTIC_MIG_2023,49.0
1037,AL,Coosa County,NET_MIG_2020,-33.0
1037,AL,Coosa County,NET_MIG_2021,76.0
1037,AL,Coosa County,NET_MIG_2022,88.0
1037,AL,Coosa County,NET_MIG_2023,48.0
1037,AL,Coosa County,RESIDUAL_2020,-8.0
1037,AL,Coosa County,RESIDUAL_2021,1.0
1037,AL,Coosa County,RESIDUAL_2022,2.0
1037,AL,Coosa County,RESIDUAL_2023,-2.0
1037,AL,Coosa County,GQ_ESTIMATES_BASE_2020,312.0
1037,AL,Coosa County,GQ_ESTIMATES_2020,262.0
1037,AL,Coosa County,GQ_ESTIMATES_2021,186.0
1037,AL,Coosa County,GQ_ESTIMATES_2022,286.0
1037,AL,Coosa County,GQ_ESTIMATES_2023,310.0
1037,AL,Coosa County,R_BIRTH_2021,7.9
1037,AL,Coosa County,R_BIRTH_2022,8.3
1037,AL,Coosa County,R_BIRTH_2023,8.7
1037,AL,Coosa County,R_DEATH_2021,17.4
1037,AL,Coosa County,R_DEATH_2022,17.7
1037,AL,Coosa County,R_DEATH_2023,16.9
1037,AL,Coosa County,R_NATURAL_CHG_2021,-9.5
1037,AL,Coosa County,R_NATURAL_CHG_2022,-9.4
1037,AL,Coosa County,R_NATURAL_CHG_2023,-8.3
1037,AL,Coosa County,R_INTERNATIONAL_MIG_2021,-0.1
1037,AL,Coosa County,R_INTERNATIONAL_MIG_2022,-0.2
1037,AL,Coosa County,R_INTERNATIONAL_MIG_2023,-0.1
1037,AL,Coosa County,R_DOMESTIC_MIG_2021,7.5
1037,AL,Coosa County,R_DOMESTIC_MIG_2022,8.7
1037,AL,Coosa County,R_DOMESTIC_MIG_2023,4.8
1037,AL,Coosa County,R_NET_MIG_2021,7.4
1037,AL,Coosa County,R_NET_MIG_2022,8.5
1037,AL,Coosa County,R_NET_MIG_2023,4.7
1039,AL,Covington County,Rural_Urban_Continuum_Code_2013,6.0
1039,AL,Covington County,Rural_Urban_Continuum_Code_2023,6.0
1039,AL,Covington County,Urban_Influence_2013,6.0
1039,AL,Covington County,Economic_typology_2015,0.0
1039,AL,Covington County,CENSUS_2020_POP,37570.0
1039,AL,Covington County,ESTIMATES_BASE_2020,37563.0
1039,AL,Covington County,POP_ESTIMATE_2020,37506.0
1039,AL,Covington County,POP_ESTIMATE_2021,37570.0
1039,AL,Covington County,POP_ESTIMATE_2022,37603.0
1039,AL,Covington County,POP_ESTIMATE_2023,37952.0
1039,AL,Covington County,N_POP_CHG_2020,-57.0
1039,AL,Covington County,N_POP_CHG_2021,64.0
1039,AL,Covington County,N_POP_CHG_2022,33.0
1039,AL,Covington County,N_POP_CHG_2023,349.0
1039,AL,Covington County,BIRTHS_2020,88.0
1039,AL,Covington County,BIRTHS_2021,455.0
1039,AL,Covington County,BIRTHS_2022,418.0
1039,AL,Covington County,BIRTHS_2023,418.0
1039,AL,Covington County,DEATHS_2020,157.0
1039,AL,Covington County,DEATHS_2021,710.0
1039,AL,Covington County,DEATHS_2022,711.0
1039,AL,Covington County,DEATHS_2023,653.0
1039,AL,Covington County,NATURAL_CHG_2020,-69.0
1039,AL,Covington County,NATURAL_CHG_2021,-255.0
1039,AL,Covington County,NATURAL_CHG_2022,-293.0
1039,AL,Covington County,NATURAL_CHG_2023,-235.0
1039,AL,Covington County,INTERNATIONAL_MIG_2020,0.0
1039,AL,Covington County,INTERNATIONAL_MIG_2021,1.0
1039,AL,Covington County,INTERNATIONAL_MIG_2022,-1.0
1039,AL,Covington County,INTERNATIONAL_MIG_2023,-1.0
1039,AL,Covington County,DOMESTIC_MIG_2020,3.0
1039,AL,Covington County,DOMESTIC_MIG_2021,308.0
1039,AL,Covington County,DOMESTIC_MIG_2022,336.0
1039,AL,Covington County,DOMESTIC_MIG_2023,589.0
1039,AL,Covington County,NET_MIG_2020,3.0
1039,AL,Covington County,NET_MIG_2021,309.0
1039,AL,Covington County,NET_MIG_2022,335.0
1039,AL,Covington County,NET_MIG_2023,588.0
1039,AL,Covington County,RESIDUAL_2020,9.0
1039,AL,Covington County,RESIDUAL_2021,10.0
1039,AL,Covington County,RESIDUAL_2022,-9.0
1039,AL,Covington County,RESIDUAL_2023,-4.0
1039,AL,Covington County,GQ_ESTIMATES_BASE_2020,778.0
1039,AL,Covington County,GQ_ESTIMATES_2020,778.0
1039,AL,Covington County,GQ_ESTIMATES_2021,778.0
1039,AL,Covington County,GQ_ESTIMATES_2022,778.0
1039,AL,Covington County,GQ_ESTIMATES_2023,778.0
1039,AL,Covington County,R_BIRTH_2021,12.1
1039,AL,Covington County,R_BIRTH_2022,11.1
1039,AL,Covington County,R_BIRTH_2023,11.1
1039,AL,Covington County,R_DEATH_2021,18.9
1039,AL,Covington County,R_DEATH_2022,18.9
1039,AL,Covington County,R_DEATH_2023,17.3
1039,AL,Covington County,R_NATURAL_CHG_2021,-6.8
1039,AL,Covington County,R_NATURAL_CHG_2022,-7.8
1039,AL,Covington County,R_NATURAL_CHG_2023,-6.2
1039,AL,Covington County,R_INTERNATIONAL_MIG_2021,0.0
1039,AL,Covington County,R_INTERNATIONAL_MIG_2022,0.0
1039,AL,Covington County,R_INTERNATIONAL_MIG_2023,0.0
1039,AL,Covington County,R_DOMESTIC_MIG_2021,8.2
1039,AL,Covington County,R_DOMESTIC_MIG_2022,8.9
1039,AL,Covington County,R_DOMESTIC_MIG_2023,15.6
1039,AL,Covington County,R_NET_MIG_2021,8.2
1039,AL,Covington County,R_NET_MIG_2022,8.9
1039,AL,Covington County,R_NET_MIG_2023,15.6
1041,AL,Crenshaw County,Rural_Urban_Continuum_Code_2013,8.0
1041,AL,Crenshaw County,Rural_Urban_Continuum_Code_2023,8.0
1041,AL,Crenshaw County,Urban_Influence_2013,6.0
1041,AL,Crenshaw County,Economic_typology_2015,3.0
1041,AL,Crenshaw County,CENSUS_2020_POP,13194.0
1041,AL,Crenshaw County,ESTIMATES_BASE_2020,13193.0
1041,AL,Crenshaw County,POP_ESTIMATE_2020,13163.0
1041,AL,Crenshaw County,POP_ESTIMATE_2021,13069.0
1041,AL,Crenshaw County,POP_ESTIMATE_2022,13048.0
1041,AL,Crenshaw County,POP_ESTIMATE_2023,13101.0
1041,AL,Crenshaw County,N_POP_CHG_2020,-30.0
1041,AL,Crenshaw County,N_POP_CHG_2021,-94.0
1041,AL,Crenshaw County,N_POP_CHG_2022,-21.0
1041,AL,Crenshaw County,N_POP_CHG_2023,53.0
1041,AL,Crenshaw County,BIRTHS_2020,41.0
1041,AL,Crenshaw County,BIRTHS_2021,145.0
1041,AL,Crenshaw County,BIRTHS_2022,156.0
1041,AL,Crenshaw County,BIRTHS_2023,157.0
1041,AL,Crenshaw County,DEATHS_2020,60.0
1041,AL,Crenshaw County,DEATHS_2021,240.0
1041,AL,Crenshaw County,DEATHS_2022,240.0
1041,AL,Crenshaw County,DEATHS_2023,225.0
1041,AL,Crenshaw County,NATURAL_CHG_2020,-19.0
1041,AL,Crenshaw County,NATURAL_CHG_2021,-95.0
1041,AL,Crenshaw County,NATURAL_CHG_2022,-84.0
1041,AL,Crenshaw County,NATURAL_CHG_2023,-68.0
1041,AL,Crenshaw County,INTERNATIONAL_MIG_2020,1.0
1041,AL,Crenshaw County,INTERNATIONAL_MIG_2021,6.0
1041,AL,Crenshaw County,INTERNATIONAL_MIG_2022,14.0
1041,AL,Crenshaw County,INTERNATIONAL_MIG_2023,27.0
1041,AL,Crenshaw County,DOMESTIC_MIG_2020,-13.0
1041,AL,Crenshaw County,DOMESTIC_MIG_2021,-14.0
1041,AL,Crenshaw County,DOMESTIC_MIG_2022,55.0
1041,AL,Crenshaw County,DOMESTIC_MIG_2023,95.0
1041,AL,Crenshaw County,NET_MIG_2020,-12.0
1041,AL,Crenshaw County,NET_MIG_2021,-8.0
1041,AL,Crenshaw County,NET_MIG_2022,69.0
1041,AL,Crenshaw County,NET_MIG_2023,122.0
1041,AL,Crenshaw County,RESIDUAL_2020,1.0
1041,AL,Crenshaw County,RESIDUAL_2021,9.0
1041,AL,Crenshaw County,RESIDUAL_2022,-6.0
1041,AL,Crenshaw County,RESIDUAL_2023,-1.0
1041,AL,Crenshaw County,GQ_ESTIMATES_BASE_2020,153.0
1041,AL,Crenshaw County,GQ_ESTIMATES_2020,153.0
1041,AL,Crenshaw County,GQ_ESTIMATES_2021,153.0
1041,AL,Crenshaw County,GQ_ESTIMATES_2022,153.0
1041,AL,Crenshaw County,GQ_ESTIMATES_2023,153.0
1041,AL,Crenshaw County,R_BIRTH_2021,11.1
1041,AL,Crenshaw County,R_BIRTH_2022,11.9
1041,AL,Crenshaw County,R_BIRTH_2023,12.0
1041,AL,Crenshaw County,R_DEATH_2021,18.3
1041,AL,Crenshaw County,R_DEATH_2022,18.4
1041,AL,Crenshaw County,R_DEATH_2023,17.2
1041,AL,Crenshaw County,R_NATURAL_CHG_2021,-7.2
1041,AL,Crenshaw County,R_NATURAL_CHG_2022,-6.4
1041,AL,Crenshaw County,R_NATURAL_CHG_2023,-5.2
1041,AL,Crenshaw County,R_INTERNATIONAL_MIG_2021,0.5
1041,AL,Crenshaw County,R_INTERNATIONAL_MIG_2022,1.1
1041,AL,Crenshaw County,R_INTERNATIONAL_MIG_2023,2.1
1041,AL,Crenshaw County,R_DOMESTIC_MIG_2021,-1.1
1041,AL,Crenshaw County,R_DOMESTIC_MIG_2022,4.2
1041,AL,Crenshaw County,R_DOMESTIC_MIG_2023,7.3
1041,AL,Crenshaw County,R_NET_MIG_2021,-0.6
1041,AL,Crenshaw County,R_NET_MIG_2022,5.3
1041,AL,Crenshaw County,R_NET_MIG_2023,9.3
1043,AL,Cullman County,Rural_Urban_Continuum_Code_2013,4.0
1043,AL,Cullman County,Rural_Urban_Continuum_Code_2023,4.0
1043,AL,Cullman County,Urban_Influence_2013,3.0
1043,AL,Cullman County,Economic_typology_2015,0.0
1043,AL,Cullman County,CENSUS_2020_POP,87866.0
1043,AL,Cullman County,ESTIMATES_BASE_2020,87857.0
1043,AL,Cullman County,POP_ESTIMATE_2020,88136.0
1043,AL,Cullman County,POP_ESTIMATE_2021,89639.0
1043,AL,Cullman County,POP_ESTIMATE_2022,90663.0
1043,AL,Cullman County,POP_ESTIMATE_2023,92016.0
1043,AL,Cullman County,N_POP_CHG_2020,279.0
1043,AL,Cullman County,N_POP_CHG_2021,1503.0
1043,AL,Cullman County,N_POP_CHG_2022,1024.0
1043,AL,Cullman County,N_POP_CHG_2023,1353.0
1043,AL,Cullman County,BIRTHS_2020,252.0
1043,AL,Cullman County,BIRTHS_2021,998.0
1043,AL,Cullman County,BIRTHS_2022,1003.0
1043,AL,Cullman County,BIRTHS_2023,1015.0
1043,AL,Cullman County,DEATHS_2020,254.0
1043,AL,Cullman County,DEATHS_2021,1345.0
1043,AL,Cullman County,DEATHS_2022,1300.0
1043,AL,Cullman County,DEATHS_2023,1146.0
1043,AL,Cullman County,NATURAL_CHG_2020,-2.0
1043,AL,Cullman County,NATURAL_CHG_2021,-347.0
1043,AL,Cullman County,NATURAL_CHG_2022,-297.0
1043,AL,Cullman County,NATURAL_CHG_2023,-131.0
1043,AL,Cullman County,INTERNATIONAL_MIG_2020,0.0
1043,AL,Cullman County,INTERNATIONAL_MIG_2021,-6.0
1043,AL,Cullman County,INTERNATIONAL_MIG_2022,-2.0
1043,AL,Cullman County,INTERNATIONAL_MIG_2023,16.0
1043,AL,Cullman County,DOMESTIC_MIG_2020,290.0
1043,AL,Cullman County,DOMESTIC_MIG_2021,1909.0
1043,AL,Cullman County,DOMESTIC_MIG_2022,1293.0
1043,AL,Cullman County,DOMESTIC_MIG_2023,1471.0
1043,AL,Cullman County,NET_MIG_2020,290.0
1043,AL,Cullman County,NET_MIG_2021,1903.0
1043,AL,Cullman County,NET_MIG_2022,1291.0
1043,AL,Cullman County,NET_MIG_2023,1487.0
1043,AL,Cullman County,RESIDUAL_2020,-9.0
1043,AL,Cullman County,RESIDUAL_2021,-53.0
1043,AL,Cullman County,RESIDUAL_2022,30.0
1043,AL,Cullman County,RESIDUAL_2023,-3.0
1043,AL,Cullman County,GQ_ESTIMATES_BASE_2020,1262.0
1043,AL,Cullman County,GQ_ESTIMATES_2020,1244.0
1043,AL,Cullman County,GQ_ESTIMATES_2021,1244.0
1043,AL,Cullman County,GQ_ESTIMATES_2022,1244.0
1043,AL,Cullman County,GQ_ESTIMATES_2023,1257.0
1043,AL,Cullman County,R_BIRTH_2021,11.2
1043,AL,Cullman County,R_BIRTH_2022,11.1
1043,AL,Cullman County,R_BIRTH_2023,11.1
1043,AL,Cullman County,R_DEATH_2021,15.1
1043,AL,Cullman County,R_DEATH_2022,14.4
1043,AL,Cullman County,R_DEATH_2023,12.5
1043,AL,Cullman County,R_NATURAL_CHG_2021,-3.9
1043,AL,Cullman County,R_NATURAL_CHG_2022,-3.3
1043,AL,Cullman County,R_NATURAL_CHG_2023,-1.4
1043,AL,Cullman County,R_INTERNATIONAL_MIG_2021,-0.1
1043,AL,Cullman County,R_INTERNATIONAL_MIG_2022,0.0
1043,AL,Cullman County,R_INTERNATIONAL_MIG_2023,0.2
1043,AL,Cullman County,R_DOMESTIC_MIG_2021,21.5
1043,AL,Cullman County,R_DOMESTIC_MIG_2022,14.3
1043,AL,Cullman County,R_DOMESTIC_MIG_2023,16.1
1043,AL,Cullman County,R_NET_MIG_2021,21.4
1043,AL,Cullman County,R_NET_MIG_2022,14.3
1043,AL,Cullman County,R_NET_MIG_2023,16.3
1045,AL,Dale County,Rural_Urban_Continuum_Code_2013,4.0
1045,AL,Dale County,Rural_Urban_Continuum_Code_2023,4.0
1045,AL,Dale County,Urban_Influence_2013,5.0
1045,AL,Dale County,Economic_typology_2015,3.0
1045,AL,Dale County,CENSUS_2020_POP,49326.0
1045,AL,Dale County,ESTIMATES_BASE_2020,49322.0
1045,AL,Dale County,POP_ESTIMATE_2020,49257.0
1045,AL,Dale County,POP_ESTIMATE_2021,49395.0
1045,AL,Dale County,POP_ESTIMATE_2022,49495.0
1045,AL,Dale County,POP_ESTIMATE_2023,49871.0
1045,AL,Dale County,N_POP_CHG_2020,-65.0
1045,AL,Dale County,N_POP_CHG_2021,138.0
1045,AL,Dale County,N_POP_CHG_2022,100.0
1045,AL,Dale County,N_POP_CHG_2023,376.0
1045,AL,Dale County,BIRTHS_2020,149.0
1045,AL,Dale County,BIRTHS_2021,673.0
1045,AL,Dale County,BIRTHS_2022,689.0
1045,AL,Dale County,BIRTHS_2023,692.0
1045,AL,Dale County,DEATHS_2020,137.0
1045,AL,Dale County,DEATHS_2021,700.0
1045,AL,Dale County,DEATHS_2022,707.0
1045,AL,Dale County,DEATHS_2023,623.0
1045,AL,Dale County,NATURAL_CHG_2020,12.0
1045,AL,Dale County,NATURAL_CHG_2021,-27.0
1045,AL,Dale County,NATURAL_CHG_2022,-18.0
1045,AL,Dale County,NATURAL_CHG_2023,69.0
1045,AL,Dale County,INTERNATIONAL_MIG_2020,-1.0
1045,AL,Dale County,INTERNATIONAL_MIG_2021,10.0
1045,AL,Dale County,INTERNATIONAL_MIG_2022,29.0
1045,AL,Dale County,INTERNATIONAL_MIG_2023,49.0
1045,AL,Dale County,DOMESTIC_MIG_2020,-78.0
1045,AL,Dale County,DOMESTIC_MIG_2021,118.0
1045,AL,Dale County,DOMESTIC_MIG_2022,110.0
1045,AL,Dale County,DOMESTIC_MIG_2023,257.0
1045,AL,Dale County,NET_MIG_2020,-79.0
1045,AL,Dale County,NET_MIG_2021,128.0
1045,AL,Dale County,NET_MIG_2022,139.0
1045,AL,Dale County,NET_MIG_2023,306.0
1045,AL,Dale County,RESIDUAL_2020,2.0
1045,AL,Dale County,RESIDUAL_2021,37.0
1045,AL,Dale County,RESIDUAL_2022,-21.0
1045,AL,Dale County,RESIDUAL_2023,1.0
1045,AL,Dale County,GQ_ESTIMATES_BASE_2020,757.0
1045,AL,Dale County,GQ_ESTIMATES_2020,757.0
1045,AL,Dale County,GQ_ESTIMATES_2021,757.0
1045,AL,Dale County,GQ_ESTIMATES_2022,757.0
1045,AL,Dale County,GQ_ESTIMATES_2023,757.0
1045,AL,Dale County,R_BIRTH_2021,13.6
1045,AL,Dale County,R_BIRTH_2022,13.9
