FIPStxt,State,Area_Name,Attribute,Value
1069,AL,Houston County,CENSUS_2020_POP,107202.0
1069,AL,Houston County,ESTIMATES_BASE_2020,107202.0
1069,AL,Houston County,POP_ESTIMATE_2020,107284.0
1069,AL,Houston County,POP_ESTIMATE_2021,107470.0
1069,AL,Houston County,POP_ESTIMATE_2022,108047.0
1069,AL,Houston County,POP_ESTIMATE_2023,108462.0
1069,AL,Houston County,N_POP_CHG_2020,82.0
1069,AL,Houston County,N_POP_CHG_2021,186.0
1069,AL,Houston County,N_POP_CHG_2022,577.0
1069,AL,Houston County,N_POP_CHG_2023,415.0
1069,AL,Houston County,BIRTHS_2020,312.0
1069,AL,Houston County,BIRTHS_2021,1300.0
1069,AL,Houston County,BIRTHS_2022,1299.0
1069,AL,Houston County,BIRTHS_2023,1306.0
1069,AL,Houston County,DEATHS_2020,316.0
1069,AL,Houston County,DEATHS_2021,1579.0
1069,AL,Houston County,DEATHS_2022,1535.0
1069,AL,Houston County,DEATHS_2023,1349.0
1069,AL,Houston County,NATURAL_CHG_2020,-4.0
1069,AL,Houston County,NATURAL_CHG_2021,-279.0
1069,AL,Houston County,NATURAL_CHG_2022,-236.0
1069,AL,Houston County,NATURAL_CHG_2023,-43.0
1069,AL,Houston County,INTERNATIONAL_MIG_2020,0.0
1069,AL,Houston County,INTERNATIONAL_MIG_2021,21.0
1069,AL,Houston County,INTERNATIONAL_MIG_2022,64.0
1069,AL,Houston County,INTERNATIONAL_MIG_2023,83.0
1069,AL,Houston County,DOMESTIC_MIG_2020,54.0
1069,AL,Houston County,DOMESTIC_MIG_2021,385.0
1069,AL,Houston County,DOMESTIC_MIG_2022,766.0
1069,AL,Houston County,DOMESTIC_MIG_2023,374.0
1069,AL,Houston County,NET_MIG_2020,54.0
1069,AL,Houston County,NET_MIG_2021,406.0
1069,AL,Houston County,NET_MIG_2022,830.0
1069,AL,Houston County,NET_MIG_2023,457.0
1069,AL,Houston County,RESIDUAL_2020,32.0
1069,AL,Houston County,RESIDUAL_2021,59.0
1069,AL,Houston County,RESIDUAL_2022,-17.0
1069,AL,Houston County,RESIDUAL_2023,1.0
1069,AL,Houston County,GQ_ESTIMATES_BASE_2020,822.0
1069,AL,Houston County,GQ_ESTIMATES_2020,822.0
1069,AL,Houston County,GQ_ESTIMATES_2021,822.0
1069,AL,Houston County,GQ_ESTIMATES_2022,822.0
1069,AL,Houston County,GQ_ESTIMATES_2023,822.0
1069,AL,Houston County,R_BIRTH_2021,12.1
1069,AL,Houston County,R_BIRTH_2022,12.1
1069,AL,Houston County,R_BIRTH_2023,12.1
1069,AL,Houston County,R_DEATH_2021,14.7
1069,AL,Houston County,R_DEATH_2022,14.2
1069,AL,Houston County,R_DEATH_2023,12.5
1069,AL,Houston County,R_NATURAL_CHG_2021,-2.6
1069,AL,Houston County,R_NATURAL_CHG_2022,-2.2
1069,AL,Houston County,R_NATURAL_CHG_2023,-0.4
1069,AL,Houston County,R_INTERNATIONAL_MIG_2021,0.2
1069,AL,Houston County,R_INTERNATIONAL_MIG_2022,0.6
1069,AL,Houston County,R_INTERNATIONAL_MIG_2023,0.8
1069,AL,Houston County,R_DOMESTIC_MIG_2021,3.6
1069,AL,Houston County,R_DOMESTIC_MIG_2022,7.1
1069,AL,Houston County,R_DOMESTIC_MIG_2023,3.5
1069,AL,Houston County,R_NET_MIG_2021,3.8
1069,AL,Houston County,R_NET_MIG_2022,7.7
1069,AL,Houston County,R_NET_MIG_2023,4.2
1071,AL,Jackson County,Rural_Urban_Continuum_Code_2013,6.0
1071,AL,Jackson County,Rural_Urban_Continuum_Code_2023,6.0
1071,AL,Jackson County,Urban_Influence_2013,5.0
1071,AL,Jackson County,Economic_typology_2015,3.0
1071,AL,Jackson County,CENSUS_2020_POP,52579.0
1071,AL,Jackson County,ESTIMATES_BASE_2020,52579.0
1071,AL,Jackson County,POP_ESTIMATE_2020,52545.0
1071,AL,Jackson County,POP_ESTIMATE_2021,52719.0
1071,AL,Jackson County,POP_ESTIMATE_2022,52923.0
1071,AL,Jackson County,POP_ESTIMATE_2023,53467.0
1071,AL,Jackson County,N_POP_CHG_2020,-34.0
1071,AL,Jackson County,N_POP_CHG_2021,174.0
1071,AL,Jackson County,N_POP_CHG_2022,204.0
1071,AL,Jackson County,N_POP_CHG_2023,544.0
1071,AL,Jackson County,BIRTHS_2020,127.0
1071,AL,Jackson County,BIRTHS_2021,526.0
1071,AL,Jackson County,BIRTHS_2022,559.0
1071,AL,Jackson County,BIRTHS_2023,549.0
1071,AL,Jackson County,DEATHS_2020,201.0
1071,AL,Jackson County,DEATHS_2021,963.0
1071,AL,Jackson County,DEATHS_2022,957.0
1071,AL,Jackson County,DEATHS_2023,841.0
1071,AL,Jackson County,NATURAL_CHG_2020,-74.0
1071,AL,Jackson County,NATURAL_CHG_2021,-437.0
1071,AL,Jackson County,NATURAL_CHG_2022,-398.0
1071,AL,Jackson County,NATURAL_CHG_2023,-292.0
1071,AL,Jackson County,INTERNATIONAL_MIG_2020,0.0
1071,AL,Jackson County,INTERNATIONAL_MIG_2021,12.0
1071,AL,Jackson County,INTERNATIONAL_MIG_2022,27.0
1071,AL,Jackson County,INTERNATIONAL_MIG_2023,29.0
1071,AL,Jackson County,DOMESTIC_MIG_2020,25.0
1071,AL,Jackson County,DOMESTIC_MIG_2021,594.0
1071,AL,Jackson County,DOMESTIC_MIG_2022,566.0
1071,AL,Jackson County,DOMESTIC_MIG_2023,809.0
1071,AL,Jackson County,NET_MIG_2020,25.0
1071,AL,Jackson County,NET_MIG_2021,606.0
1071,AL,Jackson County,NET_MIG_2022,593.0
1071,AL,Jackson County,NET_MIG_2023,838.0
1071,AL,Jackson County,RESIDUAL_2020,15.0
1071,AL,Jackson County,RESIDUAL_2021,5.0
1071,AL,Jackson County,RESIDUAL_2022,9.0
1071,AL,Jackson County,RESIDUAL_2023,-2.0
1071,AL,Jackson County,GQ_ESTIMATES_BASE_2020,603.0
1071,AL,Jackson County,GQ_ESTIMATES_2020,603.0
1071,AL,Jackson County,GQ_ESTIMATES_2021,603.0
1071,AL,Jackson County,GQ_ESTIMATES_2022,603.0
1071,AL,Jackson County,GQ_ESTIMATES_2023,603.0
1071,AL,Jackson County,R_BIRTH_2021,10.0
1071,AL,Jackson County,R_BIRTH_2022,10.6
1071,AL,Jackson County,R_BIRTH_2023,10.3
1071,AL,Jackson County,R_DEATH_2021,18.3
1071,AL,Jackson County,R_DEATH_2022,18.1
1071,AL,Jackson County,R_DEATH_2023,15.8
1071,AL,Jackson County,R_NATURAL_CHG_2021,-8.3
1071,AL,Jackson County,R_NATURAL_CHG_2022,-7.5
1071,AL,Jackson County,R_NATURAL_CHG_2023,-5.5
1071,AL,Jackson County,R_INTERNATIONAL_MIG_2021,0.2
1071,AL,Jackson County,R_INTERNATIONAL_MIG_2022,0.5
1071,AL,Jackson County,R_INTERNATIONAL_MIG_2023,0.5
1071,AL,Jackson County,R_DOMESTIC_MIG_2021,11.3
1071,AL,Jackson County,R_DOMESTIC_MIG_2022,10.7
1071,AL,Jackson County,R_DOMESTIC_MIG_2023,15.2
1071,AL,Jackson County,R_NET_MIG_2021,11.5
1071,AL,Jackson County,R_NET_MIG_2022,11.2
1071,AL,Jackson County,R_NET_MIG_2023,15.8
1073,AL,Jefferson County,Rural_Urban_Continuum_Code_2013,1.0
1073,AL,Jefferson County,Rural_Urban_Continuum_Code_2023,1.0
1073,AL,Jefferson County,Urban_Influence_2013,1.0
1073,AL,Jefferson County,Economic_typology_2015,0.0
1073,AL,Jefferson County,CENSUS_2020_POP,674721.0
1073,AL,Jefferson County,ESTIMATES_BASE_2020,674340.0
1073,AL,Jefferson County,POP_ESTIMATE_2020,674717.0
1073,AL,Jefferson County,POP_ESTIMATE_2021,669990.0
1073,AL,Jefferson County,POP_ESTIMATE_2022,665084.0
1073,AL,Jefferson County,POP_ESTIMATE_2023,662895.0
1073,AL,Jefferson County,N_POP_CHG_2020,377.0
1073,AL,Jefferson County,N_POP_CHG_2021,-4727.0
1073,AL,Jefferson County,N_POP_CHG_2022,-4906.0
1073,AL,Jefferson County,N_POP_CHG_2023,-2189.0
1073,AL,Jefferson County,BIRTHS_2020,1919.0
1073,AL,Jefferson County,BIRTHS_2021,7890.0
1073,AL,Jefferson County,BIRTHS_2022,7899.0
1073,AL,Jefferson County,BIRTHS_2023,7967.0
1073,AL,Jefferson County,DEATHS_2020,2031.0
1073,AL,Jefferson County,DEATHS_2021,9170.0
1073,AL,Jefferson County,DEATHS_2022,8754.0
1073,AL,Jefferson County,DEATHS_2023,7573.0
1073,AL,Jefferson County,NATURAL_CHG_2020,-112.0
1073,AL,Jefferson County,NATURAL_CHG_2021,-1280.0
1073,AL,Jefferson County,NATURAL_CHG_2022,-855.0
1073,AL,Jefferson County,NATURAL_CHG_2023,394.0
1073,AL,Jefferson County,INTERNATIONAL_MIG_2020,23.0
1073,AL,Jefferson County,INTERNATIONAL_MIG_2021,266.0
1073,AL,Jefferson County,INTERNATIONAL_MIG_2022,633.0
1073,AL,Jefferson County,INTERNATIONAL_MIG_2023,818.0
1073,AL,Jefferson County,DOMESTIC_MIG_2020,343.0
1073,AL,Jefferson County,DOMESTIC_MIG_2021,-4025.0
1073,AL,Jefferson County,DOMESTIC_MIG_2022,-4468.0
1073,AL,Jefferson County,DOMESTIC_MIG_2023,-3417.0
1073,AL,Jefferson County,NET_MIG_2020,366.0
1073,AL,Jefferson County,NET_MIG_2021,-3759.0
1073,AL,Jefferson County,NET_MIG_2022,-3835.0
1073,AL,Jefferson County,NET_MIG_2023,-2599.0
1073,AL,Jefferson County,RESIDUAL_2020,123.0
1073,AL,Jefferson County,RESIDUAL_2021,312.0
1073,AL,Jefferson County,RESIDUAL_2022,-216.0
1073,AL,Jefferson County,RESIDUAL_2023,16.0
1073,AL,Jefferson County,GQ_ESTIMATES_BASE_2020,17043.0
1073,AL,Jefferson County,GQ_ESTIMATES_2020,18263.0
1073,AL,Jefferson County,GQ_ESTIMATES_2021,19384.0
1073,AL,Jefferson County,GQ_ESTIMATES_2022,20559.0
1073,AL,Jefferson County,GQ_ESTIMATES_2023,20631.0
1073,AL,Jefferson County,R_BIRTH_2021,11.7
1073,AL,Jefferson County,R_BIRTH_2022,11.8
1073,AL,Jefferson County,R_BIRTH_2023,12.0
1073,AL,Jefferson County,R_DEATH_2021,13.6
1073,AL,Jefferson County,R_DEATH_2022,13.1
1073,AL,Jefferson County,R_DEATH_2023,11.4
1073,AL,Jefferson County,R_NATURAL_CHG_2021,-1.9
1073,AL,Jefferson County,R_NATURAL_CHG_2022,-1.3
1073,AL,Jefferson County,R_NATURAL_CHG_2023,0.6
1073,AL,Jefferson County,R_INTERNATIONAL_MIG_2021,0.4
1073,AL,Jefferson County,R_INTERNATIONAL_MIG_2022,0.9
1073,AL,Jefferson County,R_INTERNATIONAL_MIG_2023,1.2
1073,AL,Jefferson County,R_DOMESTIC_MIG_2021,-6.0
1073,AL,Jefferson County,R_DOMESTIC_MIG_2022,-6.7
1073,AL,Jefferson County,R_DOMESTIC_MIG_2023,-5.1
1073,AL,Jefferson County,R_NET_MIG_2021,-5.6
1073,AL,Jefferson County,R_NET_MIG_2022,-5.7
1073,AL,Jefferson County,R_NET_MIG_2023,-3.9
1075,AL,Lamar County,Rural_Urban_Continuum_Code_2013,8.0
1075,AL,Lamar County,Rural_Urban_Continuum_Code_2023,8.0
1075,AL,Lamar County,Urban_Influence_2013,7.0
1075,AL,Lamar County,Economic_typology_2015,3.0
1075,AL,Lamar County,CENSUS_2020_POP,13972.0
1075,AL,Lamar County,ESTIMATES_BASE_2020,13972.0
1075,AL,Lamar County,POP_ESTIMATE_2020,13953.0
1075,AL,Lamar County,POP_ESTIMATE_2021,13736.0
1075,AL,Lamar County,POP_ESTIMATE_2022,13706.0
1075,AL,Lamar County,POP_ESTIMATE_2023,13661.0
1075,AL,Lamar County,N_POP_CHG_2020,-19.0
1075,AL,Lamar County,N_POP_CHG_2021,-217.0
1075,AL,Lamar County,N_POP_CHG_2022,-30.0
1075,AL,Lamar County,N_POP_CHG_2023,-45.0
1075,AL,Lamar County,BIRTHS_2020,29.0
1075,AL,Lamar County,BIRTHS_2021,167.0
1075,AL,Lamar County,BIRTHS_2022,168.0
1075,AL,Lamar County,BIRTHS_2023,155.0
1075,AL,Lamar County,DEATHS_2020,51.0
1075,AL,Lamar County,DEATHS_2021,262.0
1075,AL,Lamar County,DEATHS_2022,241.0
1075,AL,Lamar County,DEATHS_2023,238.0
1075,AL,Lamar County,NATURAL_CHG_2020,-22.0
1075,AL,Lamar County,NATURAL_CHG_2021,-95.0
1075,AL,Lamar County,NATURAL_CHG_2022,-73.0
1075,AL,Lamar County,NATURAL_CHG_2023,-83.0
1075,AL,Lamar County,INTERNATIONAL_MIG_2020,0.0
1075,AL,Lamar County,INTERNATIONAL_MIG_2021,0.0
1075,AL,Lamar County,INTERNATIONAL_MIG_2022,-1.0
1075,AL,Lamar County,INTERNATIONAL_MIG_2023,-1.0
1075,AL,Lamar County,DOMESTIC_MIG_2020,-1.0
1075,AL,Lamar County,DOMESTIC_MIG_2021,-122.0
1075,AL,Lamar County,DOMESTIC_MIG_2022,52.0
1075,AL,Lamar County,DOMESTIC_MIG_2023,38.0
1075,AL,Lamar County,NET_MIG_2020,-1.0
1075,AL,Lamar County,NET_MIG_2021,-122.0
1075,AL,Lamar County,NET_MIG_2022,51.0
1075,AL,Lamar County,NET_MIG_2023,37.0
1075,AL,Lamar County,RESIDUAL_2020,4.0
1075,AL,Lamar County,RESIDUAL_2021,0.0
1075,AL,Lamar County,RESIDUAL_2022,-8.0
1075,AL,Lamar County,RESIDUAL_2023,1.0
1075,AL,Lamar County,GQ_ESTIMATES_BASE_2020,152.0
1075,AL,Lamar County,GQ_ESTIMATES_2020,152.0
1075,AL,Lamar County,GQ_ESTIMATES_2021,152.0
1075,AL,Lamar County,GQ_ESTIMATES_2022,152.0
1075,AL,Lamar County,GQ_ESTIMATES_2023,152.0
1075,AL,Lamar County,R_BIRTH_2021,12.1
1075,AL,Lamar County,R_BIRTH_2022,12.2
1075,AL,Lamar County,R_BIRTH_2023,11.3
1075,AL,Lamar County,R_DEATH_2021,18.9
1075,AL,Lamar County,R_DEATH_2022,17.6
1075,AL,Lamar County,R_DEATH_2023,17.4
1075,AL,Lamar County,R_NATURAL_CHG_2021,-6.9
1075,AL,Lamar County,R_NATURAL_CHG_2022,-5.3
1075,AL,Lamar County,R_NATURAL_CHG_2023,-6.1
1075,AL,Lamar County,R_INTERNATIONAL_MIG_2021,0.0
1075,AL,Lamar County,R_INTERNATIONAL_MIG_2022,-0.1
1075,AL,Lamar County,R_INTERNATIONAL_MIG_2023,-0.1
1075,AL,Lamar County,R_DOMESTIC_MIG_2021,-8.8
1075,AL,Lamar County,R_DOMESTIC_MIG_2022,3.8
1075,AL,Lamar County,R_DOMESTIC_MIG_2023,2.8
1075,AL,Lamar County,R_NET_MIG_2021,-8.8
1075,AL,Lamar County,R_NET_MIG_2022,3.7
1075,AL,Lamar County,R_NET_MIG_2023,2.7
1077,AL,Lauderdale County,Rural_Urban_Continuum_Code_2013,3.0
1077,AL,Lauderdale County,Rural_Urban_Continuum_Code_2023,3.0
1077,AL,Lauderdale County,Urban_Influence_2013,2.0
1077,AL,Lauderdale County,Economic_typology_2015,0.0
1077,AL,Lauderdale County,CENSUS_2020_POP,93564.0
1077,AL,Lauderdale County,ESTIMATES_BASE_2020,93562.0
1077,AL,Lauderdale County,POP_ESTIMATE_2020,94025.0
1077,AL,Lauderdale County,POP_ESTIMATE_2021,94853.0
1077,AL,Lauderdale County,POP_ESTIMATE_2022,95875.0
1077,AL,Lauderdale County,POP_ESTIMATE_2023,96814.0
1077,AL,Lauderdale County,N_POP_CHG_2020,463.0
1077,AL,Lauderdale County,N_POP_CHG_2021,828.0
1077,AL,Lauderdale County,N_POP_CHG_2022,1022.0
1077,AL,Lauderdale County,N_POP_CHG_2023,939.0
1077,AL,Lauderdale County,BIRTHS_2020,220.0
1077,AL,Lauderdale County,BIRTHS_2021,926.0
1077,AL,Lauderdale County,BIRTHS_2022,943.0
1077,AL,Lauderdale County,BIRTHS_2023,948.0
1077,AL,Lauderdale County,DEATHS_2020,305.0
1077,AL,Lauderdale County,DEATHS_2021,1425.0
1077,AL,Lauderdale County,DEATHS_2022,1312.0
1077,AL,Lauderdale County,DEATHS_2023,1183.0
1077,AL,Lauderdale County,NATURAL_CHG_2020,-85.0
1077,AL,Lauderdale County,NATURAL_CHG_2021,-499.0
1077,AL,Lauderdale County,NATURAL_CHG_2022,-369.0
1077,AL,Lauderdale County,NATURAL_CHG_2023,-235.0
1077,AL,Lauderdale County,INTERNATIONAL_MIG_2020,1.0
1077,AL,Lauderdale County,INTERNATIONAL_MIG_2021,32.0
1077,AL,Lauderdale County,INTERNATIONAL_MIG_2022,51.0
1077,AL,Lauderdale County,INTERNATIONAL_MIG_2023,58.0
1077,AL,Lauderdale County,DOMESTIC_MIG_2020,607.0
1077,AL,Lauderdale County,DOMESTIC_MIG_2021,1306.0
1077,AL,Lauderdale County,DOMESTIC_MIG_2022,1323.0
1077,AL,Lauderdale County,DOMESTIC_MIG_2023,1103.0
1077,AL,Lauderdale County,NET_MIG_2020,608.0
1077,AL,Lauderdale County,NET_MIG_2021,1338.0
1077,AL,Lauderdale County,NET_MIG_2022,1374.0
1077,AL,Lauderdale County,NET_MIG_2023,1161.0
1077,AL,Lauderdale County,RESIDUAL_2020,-60.0
1077,AL,Lauderdale County,RESIDUAL_2021,-11.0
1077,AL,Lauderdale County,RESIDUAL_2022,17.0
1077,AL,Lauderdale County,RESIDUAL_2023,13.0
1077,AL,Lauderdale County,GQ_ESTIMATES_BASE_2020,3052.0
1077,AL,Lauderdale County,GQ_ESTIMATES_2020,3414.0
1077,AL,Lauderdale County,GQ_ESTIMATES_2021,3749.0
1077,AL,Lauderdale County,GQ_ESTIMATES_2022,4139.0
1077,AL,Lauderdale County,GQ_ESTIMATES_2023,4676.0
1077,AL,Lauderdale County,R_BIRTH_2021,9.8
1077,AL,Lauderdale County,R_BIRTH_2022,9.9
1077,AL,Lauderdale County,R_BIRTH_2023,9.8
1077,AL,Lauderdale County,R_DEATH_2021,15.1
1077,AL,Lauderdale County,R_DEATH_2022,13.8
1077,AL,Lauderdale County,R_DEATH_2023,12.3
1077,AL,Lauderdale County,R_NATURAL_CHG_2021,-5.3
1077,AL,Lauderdale County,R_NATURAL_CHG_2022,-3.9
1077,AL,Lauderdale County,R_NATURAL_CHG_2023,-2.4
1077,AL,Lauderdale County,R_INTERNATIONAL_MIG_2021,0.3
1077,AL,Lauderdale County,R_INTERNATIONAL_MIG_2022,0.5
1077,AL,Lauderdale County,R_INTERNATIONAL_MIG_2023,0.6
1077,AL,Lauderdale County,R_DOMESTIC_MIG_2021,13.8
1077,AL,Lauderdale County,R_DOMESTIC_MIG_2022,13.9
1077,AL,Lauderdale County,R_DOMESTIC_MIG_2023,11.4
1077,AL,Lauderdale County,R_NET_MIG_2021,14.2
1077,AL,Lauderdale County,R_NET_MIG_2022,14.4
1077,AL,Lauderdale County,R_NET_MIG_2023,12.1
1079,AL,Lawrence County,Rural_Urban_Continuum_Code_2013,3.0
1079,AL,Lawrence County,Rural_Urban_Continuum_Code_2023,3.0
1079,AL,Lawrence County,Urban_Influence_2013,2.0
1079,AL,Lawrence County,Economic_typology_2015,3.0
1079,AL,Lawrence County,CENSUS_2020_POP,33073.0
1079,AL,Lawrence County,ESTIMATES_BASE_2020,33074.0
1079,AL,Lawrence County,POP_ESTIMATE_2020,33089.0
1079,AL,Lawrence County,POP_ESTIMATE_2021,33073.0
1079,AL,Lawrence County,POP_ESTIMATE_2022,33187.0
1079,AL,Lawrence County,POP_ESTIMATE_2023,33502.0
1079,AL,Lawrence County,N_POP_CHG_2020,15.0
1079,AL,Lawrence County,N_POP_CHG_2021,-16.0
1079,AL,Lawrence County,N_POP_CHG_2022,114.0
1079,AL,Lawrence County,N_POP_CHG_2023,315.0
1079,AL,Lawrence County,BIRTHS_2020,76.0
1079,AL,Lawrence County,BIRTHS_2021,370.0
1079,AL,Lawrence County,BIRTHS_2022,383.0
1079,AL,Lawrence County,BIRTHS_2023,386.0
1079,AL,Lawrence County,DEATHS_2020,112.0
1079,AL,Lawrence County,DEATHS_2021,607.0
1079,AL,Lawrence County,DEATHS_2022,543.0
1079,AL,Lawrence County,DEATHS_2023,492.0
1079,AL,Lawrence County,NATURAL_CHG_2020,-36.0
1079,AL,Lawrence County,NATURAL_CHG_2021,-237.0
1079,AL,Lawrence County,NATURAL_CHG_2022,-160.0
1079,AL,Lawrence County,NATURAL_CHG_2023,-106.0
1079,AL,Lawrence County,INTERNATIONAL_MIG_2020,0.0
1079,AL,Lawrence County,INTERNATIONAL_MIG_2021,0.0
1079,AL,Lawrence County,INTERNATIONAL_MIG_2022,0.0
1079,AL,Lawrence County,INTERNATIONAL_MIG_2023,-1.0
1079,AL,Lawrence County,DOMESTIC_MIG_2020,44.0
1079,AL,Lawrence County,DOMESTIC_MIG_2021,208.0
1079,AL,Lawrence County,DOMESTIC_MIG_2022,273.0
1079,AL,Lawrence County,DOMESTIC_MIG_2023,420.0
1079,AL,Lawrence County,NET_MIG_2020,44.0
1079,AL,Lawrence County,NET_MIG_2021,208.0
1079,AL,Lawrence County,NET_MIG_2022,273.0
1079,AL,Lawrence County,NET_MIG_2023,419.0
1079,AL,Lawrence County,RESIDUAL_2020,7.0
1079,AL,Lawrence County,RESIDUAL_2021,13.0
1079,AL,Lawrence County,RESIDUAL_2022,1.0
1079,AL,Lawrence County,RESIDUAL_2023,2.0
1079,AL,Lawrence County,GQ_ESTIMATES_BASE_2020,219.0
1079,AL,Lawrence County,GQ_ESTIMATES_2020,219.0
1079,AL,Lawrence County,GQ_ESTIMATES_2021,219.0
1079,AL,Lawrence County,GQ_ESTIMATES_2022,219.0
1079,AL,Lawrence County,GQ_ESTIMATES_2023,219.0
1079,AL,Lawrence County,R_BIRTH_2021,11.2
1079,AL,Lawrence County,R_BIRTH_2022,11.6
1079,AL,Lawrence County,R_BIRTH_2023,11.6
1079,AL,Lawrence County,R_DEATH_2021,18.3
1079,AL,Lawrence County,R_DEATH_2022,16.4
1079,AL,Lawrence County,R_DEATH_2023,14.8
1079,AL,Lawrence County,R_NATURAL_CHG_2021,-7.2
1079,AL,Lawrence County,R_NATURAL_CHG_2022,-4.8
1079,AL,Lawrence County,R_NATURAL_CHG_2023,-3.2
1079,AL,Lawrence County,R_INTERNATIONAL_MIG_2021,0.0
1079,AL,Lawrence County,R_INTERNATIONAL_MIG_2022,0.0
1079,AL,Lawrence County,R_INTERNATIONAL_MIG_2023,0.0
1079,AL,Lawrence County,R_DOMESTIC_MIG_2021,6.3
1079,AL,Lawrence County,R_DOMESTIC_MIG_2022,8.2
1079,AL,Lawrence County,R_DOMESTIC_MIG_2023,12.6
1079,AL,Lawrence County,R_NET_MIG_2021,6.3
1079,AL,Lawrence County,R_NET_MIG_2022,8.2
1079,AL,Lawrence County,R_NET_MIG_2023,12.6
1081,AL,Lee County,Rural_Urban_Continuum_Code_2013,3.0
1081,AL,Lee County,Rural_Urban_Continuum_Code_2023,3.0
1081,AL,Lee County,Urban_Influence_2013,2.0
1081,AL,Lee County,Economic_typology_2015,4.0
1081,AL,Lee County,CENSUS_2020_POP,174241.0
1081,AL,Lee County,ESTIMATES_BASE_2020,174247.0
1081,AL,Lee County,POP_ESTIMATE_2020,174754.0
1081,AL,Lee County,POP_ESTIMATE_2021,177596.0
1081,AL,Lee County,POP_ESTIMATE_2022,180698.0
1081,AL,Lee County,POP_ESTIMATE_2023,183215.0
1081,AL,Lee County,N_POP_CHG_2020,507.0
1081,AL,Lee County,N_POP_CHG_2021,2842.0
1081,AL,Lee County,N_POP_CHG_2022,3102.0
1081,AL,Lee County,N_POP_CHG_2023,2517.0
1081,AL,Lee County,BIRTHS_2020,460.0
1081,AL,Lee County,BIRTHS_2021,1786.0
1081,AL,Lee County,BIRTHS_2022,1942.0
1081,AL,Lee County,BIRTHS_2023,1899.0
1081,AL,Lee County,DEATHS_2020,324.0
1081,AL,Lee County,DEATHS_2021,1407.0
1081,AL,Lee County,DEATHS_2022,1461.0
1081,AL,Lee County,DEATHS_2023,1313.0
1081,AL,Lee County,NATURAL_CHG_2020,136.0
1081,AL,Lee County,NATURAL_CHG_2021,379.0
1081,AL,Lee County,NATURAL_CHG_2022,481.0
1081,AL,Lee County,NATURAL_CHG_2023,586.0
1081,AL,Lee County,INTERNATIONAL_MIG_2020,20.0
1081,AL,Lee County,INTERNATIONAL_MIG_2021,182.0
1081,AL,Lee County,INTERNATIONAL_MIG_2022,510.0
1081,AL,Lee County,INTERNATIONAL_MIG_2023,575.0
1081,AL,Lee County,DOMESTIC_MIG_2020,299.0
1081,AL,Lee County,DOMESTIC_MIG_2021,2258.0
1081,AL,Lee County,DOMESTIC_MIG_2022,2116.0
1081,AL,Lee County,DOMESTIC_MIG_2023,1357.0
1081,AL,Lee County,NET_MIG_2020,319.0
1081,AL,Lee County,NET_MIG_2021,2440.0
1081,AL,Lee County,NET_MIG_2022,2626.0
1081,AL,Lee County,NET_MIG_2023,1932.0
1081,AL,Lee County,RESIDUAL_2020,52.0
1081,AL,Lee County,RESIDUAL_2021,23.0
1081,AL,Lee County,RESIDUAL_2022,-5.0
1081,AL,Lee County,RESIDUAL_2023,-1.0
1081,AL,Lee County,GQ_ESTIMATES_BASE_2020,5377.0
1081,AL,Lee County,GQ_ESTIMATES_2020,5363.0
1081,AL,Lee County,GQ_ESTIMATES_2021,5366.0
1081,AL,Lee County,GQ_ESTIMATES_2022,5340.0
1081,AL,Lee County,GQ_ESTIMATES_2023,5213.0
1081,AL,Lee County,R_BIRTH_2021,10.1
1081,AL,Lee County,R_BIRTH_2022,10.8
1081,AL,Lee County,R_BIRTH_2023,10.4
1081,AL,Lee County,R_DEATH_2021,8.0
1081,AL,Lee County,R_DEATH_2022,8.2
1081,AL,Lee County,R_DEATH_2023,7.2
1081,AL,Lee County,R_NATURAL_CHG_2021,2.2
1081,AL,Lee County,R_NATURAL_CHG_2022,2.7
1081,AL,Lee County,R_NATURAL_CHG_2023,3.2
1081,AL,Lee County,R_INTERNATIONAL_MIG_2021,1.0
1081,AL,Lee County,R_INTERNATIONAL_MIG_2022,2.8
1081,AL,Lee County,R_INTERNATIONAL_MIG_2023,3.2
1081,AL,Lee County,R_DOMESTIC_MIG_2021,12.8
1081,AL,Lee County,R_DOMESTIC_MIG_2022,11.8
1081,AL,Lee County,R_DOMESTIC_MIG_2023,7.5
1081,AL,Lee County,R_NET_MIG_2021,13.8
1081,AL,Lee County,R_NET_MIG_2022,14.7
1081,AL,Lee County,R_NET_MIG_2023,10.6
1083,AL,Limestone County,Rural_Urban_Continuum_Code_2013,2.0
1083,AL,Limestone County,Rural_Urban_Continuum_Code_2023,2.0
1083,AL,Limestone County,Urban_Influence_2013,2.0
1083,AL,Limestone County,Economic_typology_2015,4.0
1083,AL,Limestone County,CENSUS_2020_POP,103570.0
1083,AL,Limestone County,ESTIMATES_BASE_2020,103565.0
1083,AL,Limestone County,POP_ESTIMATE_2020,104203.0
1083,AL,Limestone County,POP_ESTIMATE_2021,107303.0
1083,AL,Limestone County,POP_ESTIMATE_2022,110868.0
1083,AL,Limestone County,POP_ESTIMATE_2023,114654.0
1083,AL,Limestone County,N_POP_CHG_2020,638.0
1083,AL,Limestone County,N_POP_CHG_2021,3100.0
1083,AL,Limestone County,N_POP_CHG_2022,3565.0
1083,AL,Limestone County,N_POP_CHG_2023,3786.0
1083,AL,Limestone County,BIRTHS_2020,289.0
